ID,Gene Name,Species,KEGG_PATHWAY
ENSMUST00000031280,fibroblast growth factor 5(Fgf5),Mus musculus,"mmu04010:MAPK signaling pathway,mmu04014:Ras signaling pathway,mmu04015:Rap1 signaling pathway,mmu04020:Calcium signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04810:Regulation of actin cytoskeleton,mmu05200:Pathways in cancer,mmu05207:Chemical carcinogenesis - receptor activation,mmu05218:Melanoma,mmu05224:Breast cancer,mmu05226:Gastric cancer,"
ENSMUST00000064794,fibroblast growth factor 7(Fgf7),Mus musculus,"mmu04010:MAPK signaling pathway,mmu04014:Ras signaling pathway,mmu04015:Rap1 signaling pathway,mmu04020:Calcium signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04810:Regulation of actin cytoskeleton,mmu05200:Pathways in cancer,mmu05207:Chemical carcinogenesis - receptor activation,mmu05218:Melanoma,mmu05224:Breast cancer,mmu05226:Gastric cancer,"
"ENSMUST00000084027, ENSMUST00000167764",fibroblast growth factor receptor 1(Fgfr1),Mus musculus,"mmu04010:MAPK signaling pathway,mmu04014:Ras signaling pathway,mmu04015:Rap1 signaling pathway,mmu04020:Calcium signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04520:Adherens junction,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04714:Thermogenesis,mmu04810:Regulation of actin cytoskeleton,mmu04928:Parathyroid hormone synthesis, secretion and action,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05215:Prostate cancer,mmu05218:Melanoma,mmu05224:Breast cancer,mmu05230:Central carbon metabolism in cancer,"
ENSMUST00000067150,fibroblast growth factor receptor 3(Fgfr3),Mus musculus,"mmu01521:EGFR tyrosine kinase inhibitor resistance,mmu04010:MAPK signaling pathway,mmu04014:Ras signaling pathway,mmu04015:Rap1 signaling pathway,mmu04020:Calcium signaling pathway,mmu04144:Endocytosis,mmu04151:PI3K-Akt signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04810:Regulation of actin cytoskeleton,mmu05200:Pathways in cancer,mmu05206:MicroRNAs in cancer,mmu05219:Bladder cancer,mmu05230:Central carbon metabolism in cancer,"
ENSMUST00000005452,fibroblast growth factor receptor 4(Fgfr4),Mus musculus,"mmu04010:MAPK signaling pathway,mmu04014:Ras signaling pathway,mmu04015:Rap1 signaling pathway,mmu04020:Calcium signaling pathway,mmu04144:Endocytosis,mmu04151:PI3K-Akt signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04810:Regulation of actin cytoskeleton,mmu05200:Pathways in cancer,"
ENSMUST00000101617,"filamin C, gamma(Flnc)",Mus musculus,"mmu04010:MAPK signaling pathway,mmu04510:Focal adhesion,mmu05132:Salmonella infection,mmu05205:Proteoglycans in cancer,"
ENSMUST00000175881,forkhead box O3(Foxo3),Mus musculus,"mmu01521:EGFR tyrosine kinase inhibitor resistance,mmu04062:Chemokine signaling pathway,mmu04068:FoxO signaling pathway,mmu04137:Mitophagy - animal,mmu04151:PI3K-Akt signaling pathway,mmu04152:AMPK signaling pathway,mmu04211:Longevity regulating pathway,mmu04213:Longevity regulating pathway - multiple species,mmu04218:Cellular senescence,mmu04722:Neurotrophin signaling pathway,mmu04917:Prolactin signaling pathway,mmu04936:Alcoholic liver disease,mmu05208:Chemical carcinogenesis - reactive oxygen species,mmu05213:Endometrial cancer,mmu05223:Non-small cell lung cancer,"
ENSMUST00000102656,forkhead box O6(Foxo6),Mus musculus,"mmu04068:FoxO signaling pathway,"
"ENSMUST00000113326, ENSMUST00000177437, ENSMUST00000176850",forkhead box P1(Foxp1),Mus musculus,"mmu05206:MicroRNAs in cancer,"
ENSMUST00000014922,formin homology 2 domain containing 1(Fhod1),Mus musculus,"mmu05132:Salmonella infection,"
ENSMUST00000081333,frataxin(Fxn),Mus musculus,"mmu00860:Porphyrin metabolism,"
ENSMUST00000054294,frizzled class receptor 1(Fzd1),Mus musculus,"mmu04150:mTOR signaling pathway,mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu05010:Alzheimer disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05217:Basal cell carcinoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
ENSMUST00000117102,frizzled class receptor 10(Fzd10),Mus musculus,"mmu04150:mTOR signaling pathway,mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu05010:Alzheimer disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05217:Basal cell carcinoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
ENSMUST00000114246,frizzled class receptor 7(Fzd7),Mus musculus,"mmu04150:mTOR signaling pathway,mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu05010:Alzheimer disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05217:Basal cell carcinoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
ENSMUST00000062572,frizzled class receptor 9(Fzd9),Mus musculus,"mmu04150:mTOR signaling pathway,mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu05010:Alzheimer disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05217:Basal cell carcinoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
ENSMUST00000092888,fructose bisphosphatase 1(Fbp1),Mus musculus,"mmu00010:Glycolysis / Gluconeogenesis,mmu00030:Pentose phosphate pathway,mmu00051:Fructose and mannose metabolism,mmu01100:Metabolic pathways,mmu01200:Carbon metabolism,mmu04152:AMPK signaling pathway,mmu04910:Insulin signaling pathway,mmu04922:Glucagon signaling pathway,"
ENSMUST00000041654,fucosyltransferase 7(Fut7),Mus musculus,"mmu00601:Glycosphingolipid biosynthesis - lacto and neolacto series,mmu01100:Metabolic pathways,"
ENSMUST00000109981,galactose-3-O-sulfotransferase 1(Gal3st1),Mus musculus,"mmu00565:Ether lipid metabolism,mmu00600:Sphingolipid metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000065224,galanin receptor 1(Galr1),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000006508,gamma-glutamyltransferase 1(Ggt1),Mus musculus,"mmu00430:Taurine and hypotaurine metabolism,mmu00480:Glutathione metabolism,mmu00590:Arachidonic acid metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000025395,gastrin releasing peptide(Grp),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000028239,gelsolin(Gsn),Mus musculus,"mmu04666:Fc gamma R-mediated phagocytosis,mmu04810:Regulation of actin cytoskeleton,mmu05203:Viral carcinogenesis,"
ENSMUST00000022744,glial cell line derived neurotrophic factor(Gdnf),Mus musculus,"mmu04020:Calcium signaling pathway,"
ENSMUST00000106259,"glucosidase, alpha, acid(Gaa)",Mus musculus,"mmu00052:Galactose metabolism,mmu00500:Starch and sucrose metabolism,mmu01100:Metabolic pathways,mmu04142:Lysosome,"
ENSMUST00000111308,"glucuronidase, beta(Gusb)",Mus musculus,"mmu00040:Pentose and glucuronate interconversions,mmu00053:Ascorbate and aldarate metabolism,mmu00531:Glycosaminoglycan degradation,mmu00860:Porphyrin metabolism,mmu00983:Drug metabolism - other enzymes,mmu01100:Metabolic pathways,mmu01240:Biosynthesis of cofactors,mmu04142:Lysosome,"
ENSMUST00000030676,"glutamate receptor, ionotropic, kainate 3(Grik3)",Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,mmu04724:Glutamatergic synapse,"
ENSMUST00000201681,"glutamate receptor, metabotropic 2(Grm2)",Mus musculus,"mmu04072:Phospholipase D signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,mmu04724:Glutamatergic synapse,mmu05030:Cocaine addiction,"
ENSMUST00000118489,"glutamate receptor, metabotropic 4(Grm4)",Mus musculus,"mmu04072:Phospholipase D signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,mmu04724:Glutamatergic synapse,mmu04742:Taste transduction,"
ENSMUST00000229140,"glutamic pyruvic transaminase, soluble(Gpt)",Mus musculus,"mmu00220:Arginine biosynthesis,mmu00250:Alanine, aspartate and glutamate metabolism,mmu01100:Metabolic pathways,mmu01200:Carbon metabolism,mmu01210:2-Oxocarboxylic acid metabolism,mmu01230:Biosynthesis of amino acids,"
ENSMUST00000026196,"glutamic-oxaloacetic transaminase 1, soluble(Got1)",Mus musculus,"mmu00220:Arginine biosynthesis,mmu00250:Alanine, aspartate and glutamate metabolism,mmu00270:Cysteine and methionine metabolism,mmu00330:Arginine and proline metabolism,mmu00350:Tyrosine metabolism,mmu00360:Phenylalanine metabolism,mmu00400:Phenylalanine, tyrosine and tryptophan biosynthesis,mmu01100:Metabolic pathways,mmu01200:Carbon metabolism,mmu01210:2-Oxocarboxylic acid metabolism,mmu01230:Biosynthesis of amino acids,"
ENSMUST00000020629,glutamine fructose-6-phosphate transaminase 2(Gfpt2),Mus musculus,"mmu00250:Alanine, aspartate and glutamate metabolism,mmu00520:Amino sugar and nucleotide sugar metabolism,mmu01100:Metabolic pathways,mmu01250:Biosynthesis of nucleotide sugars,mmu04931:Insulin resistance,mmu05415:Diabetic cardiomyopathy,"
ENSMUST00000231962,glutathione peroxidase 8 (putative)(Gpx8),Mus musculus,"mmu00480:Glutathione metabolism,mmu00590:Arachidonic acid metabolism,mmu01100:Metabolic pathways,mmu04918:Thyroid hormone synthesis,mmu05014:Amyotrophic lateral sclerosis,mmu05016:Huntington disease,mmu05022:Pathways of neurodegeneration - multiple diseases,"
ENSMUST00000235957,"glycerol-3-phosphate acyltransferase, mitochondrial(Gpam)",Mus musculus,"mmu00561:Glycerolipid metabolism,mmu00564:Glycerophospholipid metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000051160,"glycoprotein Ib, beta polypeptide(Gp1bb)",Mus musculus,"mmu04512:ECM-receptor interaction,mmu04611:Platelet activation,mmu04640:Hematopoietic cell lineage,"
ENSMUST00000099575,"gremlin 1, DAN family BMP antagonist(Grem1)",Mus musculus,"mmu04350:TGF-beta signaling pathway,"
ENSMUST00000021903,growth arrest and DNA-damage-inducible 45 gamma(Gadd45g),Mus musculus,"mmu04010:MAPK signaling pathway,mmu04064:NF-kappa B signaling pathway,mmu04068:FoxO signaling pathway,mmu04110:Cell cycle,mmu04115:p53 signaling pathway,mmu04210:Apoptosis,mmu04218:Cellular senescence,mmu05169:Epstein-Barr virus infection,mmu05200:Pathways in cancer,mmu05202:Transcriptional misregulation in cancer,mmu05210:Colorectal cancer,mmu05212:Pancreatic cancer,mmu05213:Endometrial cancer,mmu05214:Glioma,mmu05216:Thyroid cancer,mmu05217:Basal cell carcinoma,mmu05218:Melanoma,mmu05220:Chronic myeloid leukemia,mmu05222:Small cell lung cancer,mmu05223:Non-small cell lung cancer,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
ENSMUST00000159073,"guanine nucleotide binding protein (G protein), gamma 2(Gng2)",Mus musculus,"mmu04014:Ras signaling pathway,mmu04062:Chemokine signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04371:Apelin signaling pathway,mmu04713:Circadian entrainment,mmu04723:Retrograde endocannabinoid signaling,mmu04724:Glutamatergic synapse,mmu04725:Cholinergic synapse,mmu04726:Serotonergic synapse,mmu04727:GABAergic synapse,mmu04728:Dopaminergic synapse,mmu04926:Relaxin signaling pathway,mmu05032:Morphine addiction,mmu05034:Alcoholism,mmu05163:Human cytomegalovirus infection,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05170:Human immunodeficiency virus 1 infection,mmu05200:Pathways in cancer,"
"ENSMUST00000107712, ENSMUST00000107714","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2(Gngt2)",Mus musculus,"mmu04014:Ras signaling pathway,mmu04062:Chemokine signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04371:Apelin signaling pathway,mmu04713:Circadian entrainment,mmu04723:Retrograde endocannabinoid signaling,mmu04724:Glutamatergic synapse,mmu04725:Cholinergic synapse,mmu04726:Serotonergic synapse,mmu04727:GABAergic synapse,mmu04728:Dopaminergic synapse,mmu04926:Relaxin signaling pathway,mmu05032:Morphine addiction,mmu05034:Alcoholism,mmu05163:Human cytomegalovirus infection,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05170:Human immunodeficiency virus 1 infection,mmu05200:Pathways in cancer,"
ENSMUST00000025602,"guanine nucleotide binding protein, alpha 14(Gna14)",Mus musculus,"mmu04020:Calcium signaling pathway,mmu05142:Chagas disease,mmu05146:Amoebiasis,"
ENSMUST00000043709,"guanine nucleotide binding protein, alpha 15(Gna15)",Mus musculus,"mmu04020:Calcium signaling pathway,mmu04926:Relaxin signaling pathway,mmu05142:Chagas disease,mmu05146:Amoebiasis,"
ENSMUST00000000260,guanosine monophosphate reductase(Gmpr),Mus musculus,"mmu00230:Purine metabolism,mmu01100:Metabolic pathways,mmu01232:Nucleotide metabolism,"
ENSMUST00000040821,hairy/enhancer-of-split related with YRPW motif-like(Heyl),Mus musculus,"mmu04330:Notch signaling pathway,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05224:Breast cancer,"
"ENSMUST00000160392, ENSMUST00000036917",heart and neural crest derivatives expressed 1(Hand1),Mus musculus,"mmu04550:Signaling pathways regulating pluripotency of stem cells,"
"ENSMUST00000111155, ENSMUST00000005077",heat shock protein 1(Hspb1),Mus musculus,"mmu04010:MAPK signaling pathway,mmu04370:VEGF signaling pathway,mmu05146:Amoebiasis,"
ENSMUST00000128619,hedgehog acyltransferase(Hhat),Mus musculus,"mmu04340:Hedgehog signaling pathway,"
ENSMUST00000023531,hematopoietic cell specific Lyn substrate 1(Hcls1),Mus musculus,"mmu04530:Tight junction,mmu05100:Bacterial invasion of epithelial cells,mmu05205:Proteoglycans in cancer,"
ENSMUST00000094103,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1(Hs3st3b1),Mus musculus,"mmu00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,"
ENSMUST00000099428,heparanase 2(Hpse2),Mus musculus,"mmu00531:Glycosaminoglycan degradation,mmu01100:Metabolic pathways,mmu05205:Proteoglycans in cancer,"
"ENSMUST00000168884, ENSMUST00000108102",hepsin(Hpn),Mus musculus,"mmu05203:Viral carcinogenesis,"
"ENSMUST00000094438, ENSMUST00000218045",hes family bHLH transcription factor 3(Hes3),Mus musculus,"mmu05165:Human papillomavirus infection,"
ENSMUST00000024543,hes family bHLH transcription factor 7(Hes7),Mus musculus,"mmu05165:Human papillomavirus infection,"
ENSMUST00000116238,hexokinase 1(Hk1),Mus musculus,"mmu00010:Glycolysis / Gluconeogenesis,mmu00051:Fructose and mannose metabolism,mmu00052:Galactose metabolism,mmu00500:Starch and sucrose metabolism,mmu00520:Amino sugar and nucleotide sugar metabolism,mmu00524:Neomycin, kanamycin and gentamicin biosynthesis,mmu01100:Metabolic pathways,mmu01200:Carbon metabolism,mmu01250:Biosynthesis of nucleotide sugars,mmu04066:HIF-1 signaling pathway,mmu04910:Insulin signaling pathway,mmu04930:Type II diabetes mellitus,mmu04973:Carbohydrate digestion and absorption,mmu05230:Central carbon metabolism in cancer,"
ENSMUST00000234565,histamine receptor H4(Hrh4),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000211327,histidine rich calcium binding protein(Hrc),Mus musculus,"mmu04020:Calcium signaling pathway,mmu04260:Cardiac muscle contraction,"
ENSMUST00000113879,"histocompatibility 2, Q region locus 6(H2-Q6)",Mus musculus,"mmu04144:Endocytosis,mmu04145:Phagosome,mmu04218:Cellular senescence,mmu04514:Cell adhesion molecules,mmu04612:Antigen processing and presentation,mmu04940:Type I diabetes mellitus,mmu05163:Human cytomegalovirus infection,mmu05165:Human papillomavirus infection,mmu05166:Human T-cell leukemia virus 1 infection,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05168:Herpes simplex virus 1 infection,mmu05169:Epstein-Barr virus infection,mmu05170:Human immunodeficiency virus 1 infection,mmu05203:Viral carcinogenesis,mmu05320:Autoimmune thyroid disease,mmu05330:Allograft rejection,mmu05332:Graft-versus-host disease,mmu05416:Viral myocarditis,"
ENSMUST00000236519,"histocompatibility 2, class II, locus Mb2(H2-DMb2)",Mus musculus,"mmu04145:Phagosome,mmu04514:Cell adhesion molecules,mmu04612:Antigen processing and presentation,mmu04640:Hematopoietic cell lineage,mmu04658:Th1 and Th2 cell differentiation,mmu04659:Th17 cell differentiation,mmu04672:Intestinal immune network for IgA production,mmu04940:Type I diabetes mellitus,mmu05140:Leishmaniasis,mmu05145:Toxoplasmosis,mmu05150:Staphylococcus aureus infection,mmu05152:Tuberculosis,mmu05164:Influenza A,mmu05166:Human T-cell leukemia virus 1 infection,mmu05168:Herpes simplex virus 1 infection,mmu05169:Epstein-Barr virus infection,mmu05310:Asthma,mmu05320:Autoimmune thyroid disease,mmu05321:Inflammatory bowel disease,mmu05322:Systemic lupus erythematosus,mmu05323:Rheumatoid arthritis,mmu05330:Allograft rejection,mmu05332:Graft-versus-host disease,mmu05416:Viral myocarditis,"
ENSMUST00000097644,histone deacetylase 4(Hdac4),Mus musculus,"mmu04371:Apelin signaling pathway,mmu04613:Neutrophil extracellular trap formation,mmu05034:Alcoholism,mmu05203:Viral carcinogenesis,mmu05206:MicroRNAs in cancer,"
ENSMUST00000107152,histone deacetylase 5(Hdac5),Mus musculus,"mmu04371:Apelin signaling pathway,mmu04613:Neutrophil extracellular trap formation,mmu05034:Alcoholism,mmu05203:Viral carcinogenesis,mmu05206:MicroRNAs in cancer,"
ENSMUST00000116408,histone deacetylase 7(Hdac7),Mus musculus,"mmu04613:Neutrophil extracellular trap formation,mmu05034:Alcoholism,mmu05203:Viral carcinogenesis,"
ENSMUST00000019117,homeobox B1(Hoxb1),Mus musculus,"mmu04550:Signaling pathways regulating pluripotency of stem cells,"
ENSMUST00000212301,huntingtin interacting protein 1(Hip1),Mus musculus,"mmu05016:Huntington disease,mmu05022:Pathways of neurodegeneration - multiple diseases,"
ENSMUST00000144392,hyaluronoglucosaminidase 1(Hyal1),Mus musculus,"mmu00531:Glycosaminoglycan degradation,mmu01100:Metabolic pathways,mmu04142:Lysosome,"
ENSMUST00000039832,hydroxysteroid (17-beta) dehydrogenase 3(Hsd17b3),Mus musculus,"mmu00140:Steroid hormone biosynthesis,mmu01100:Metabolic pathways,"
ENSMUST00000034363,hydroxysteroid 11-beta dehydrogenase 2(Hsd11b2),Mus musculus,"mmu00140:Steroid hormone biosynthesis,mmu01100:Metabolic pathways,mmu04960:Aldosterone-regulated sodium reabsorption,"
